file,path,exists,size_mb,pandas_readable,pandas_error,duckdb_readable,duckdb_error,columns,rows,nonnull_rate_json,date_min,date_max,n_code,duplicate_key_rows_est,key_fields,list_date_min,list_date_max,n_tracking_index,n_index_code,report_date_min,report_date_max,n_industry,delist_date_min,delist_date_max
tushare_000015.SH_2018-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2018-08-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2018-09-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2018-09-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2018-10-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2018-10-31.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2018-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2018-11-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2018-12-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2018-12-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-01-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-01-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-02-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-02-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-03-29.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-03-29.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-04-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-04-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-05-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-05-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-06-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-06-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-07-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-07-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-08-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-08-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-09-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-09-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-10-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-10-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-11-29.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-11-29.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2019-12-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2019-12-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-01-23.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-01-23.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-02-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-02-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-03-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-03-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-04-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-04-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-05-29.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-05-29.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-06-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-06-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-07-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-07-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-08-31.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-09-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-09-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-10-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-10-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-11-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2020-12-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2020-12-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-01-29.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-01-29.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-02-26.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-02-26.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-03-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-03-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-04-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-04-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-05-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-05-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-06-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-06-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-07-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-07-30.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-08-31.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-09-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-09-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-10-29.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-10-29.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-11-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2021-12-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2021-12-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-01-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-01-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-02-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-02-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-03-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-03-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-04-29.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-04-29.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-05-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-05-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-06-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-06-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-07-29.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-07-29.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-08-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-09-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-09-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-10-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-10-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-11-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2022-12-30.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2022-12-30.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2023-01-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2023-01-31.parquet,True,0.0044,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2023-02-28.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2023-02-28.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000015.SH_2023-03-31.parquet,data/raw/index_constituents_parts_alt/tushare_000015.SH_2023-03-31.parquet,True,0.0043,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,50,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,50.0,0.0,date;index_code;code,,,,0.0,,,,,
